LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DWN (kW-hr/m^2/day)
65.5,-148.0,2024,1,8,-999.0
65.5,-147.5,2024,1,8,0.04
65.5,-147.0,2024,1,8,-999.0
65.5,-146.5,2024,1,8,0.04
65.5,-146.0,2024,1,8,-999.0
65.5,-145.5,2024,1,8,0.05
65.5,-145.0,2024,1,8,-999.0
65.5,-144.5,2024,1,8,0.05
65.5,-144.0,2024,1,8,-999.0
63.5,-149.5,2024,1,9,0.14
63.5,-149.0,2024,1,9,-999.0
63.5,-148.5,2024,1,9,0.14
63.5,-148.0,2024,1,9,-999.0
63.5,-147.5,2024,1,9,0.13
63.5,-147.0,2024,1,9,-999.0
63.5,-146.5,2024,1,9,0.13
63.5,-146.0,2024,1,9,-999.0
63.5,-145.5,2024,1,9,0.11
63.5,-145.0,2024,1,9,-999.0
63.5,-144.5,2024,1,9,0.11
63.5,-144.0,2024,1,9,-999.0
64.0,-149.5,2024,1,9,-999.0
64.0,-149.0,2024,1,9,-999.0
64.0,-148.5,2024,1,9,-999.0
64.0,-148.0,2024,1,9,-999.0
64.0,-147.5,2024,1,9,-999.0
64.0,-147.0,2024,1,9,-999.0
64.0,-146.5,2024,1,9,-999.0
64.0,-146.0,2024,1,9,-999.0
64.0,-145.5,2024,1,9,-999.0
64.0,-145.0,2024,1,9,-999.0
64.0,-144.5,2024,1,9,-999.0
64.0,-144.0,2024,1,9,-999.0
64.5,-149.5,2024,1,9,0.09
64.5,-149.0,2024,1,9,-999.0
64.5,-148.5,2024,1,9,0.09
64.5,-148.0,2024,1,9,-999.0
64.5,-147.5,2024,1,9,0.08
64.5,-147.0,2024,1,9,-999.0
64.5,-146.5,2024,1,9,0.08
64.5,-146.0,2024,1,9,-999.0
64.5,-145.5,2024,1,9,0.09
64.5,-145.0,2024,1,9,-999.0
64.5,-144.5,2024,1,9,0.09
64.5,-144.0,2024,1,9,-999.0
65.0,-149.5,2024,1,9,-999.0
65.0,-149.0,2024,1,9,-999.0
65.0,-148.5,2024,1,9,-999.0
65.0,-148.0,2024,1,9,-999.0
65.0,-147.5,2024,1,9,-999.0
65.0,-147.0,2024,1,9,-999.0
65.0,-146.5,2024,1,9,-999.0
65.0,-146.0,2024,1,9,-999.0
65.0,-145.5,2024,1,9,-999.0
65.0,-145.0,2024,1,9,-999.0
65.0,-144.5,2024,1,9,-999.0
65.0,-144.0,2024,1,9,-999.0
65.5,-149.5,2024,1,9,0.05
65.5,-149.0,2024,1,9,-999.0
65.5,-148.5,2024,1,9,0.05
65.5,-148.0,2024,1,9,-999.0
65.5,-147.5,2024,1,9,0.06
65.5,-147.0,2024,1,9,-999.0
65.5,-146.5,2024,1,9,0.06
65.5,-146.0,2024,1,9,-999.0
65.5,-145.5,2024,1,9,0.06
65.5,-145.0,2024,1,9,-999.0
65.5,-144.5,2024,1,9,0.06
65.5,-144.0,2024,1,9,-999.0
63.5,-149.5,2024,1,10,0.16
63.5,-149.0,2024,1,10,-999.0
63.5,-148.5,2024,1,10,0.16
63.5,-148.0,2024,1,10,-999.0
63.5,-147.5,2024,1,10,0.16
63.5,-147.0,2024,1,10,-999.0
63.5,-146.5,2024,1,10,0.16
63.5,-146.0,2024,1,10,-999.0
63.5,-145.5,2024,1,10,0.17
63.5,-145.0,2024,1,10,-999.0
63.5,-144.5,2024,1,10,0.17
63.5,-144.0,2024,1,10,-999.0
64.0,-149.5,2024,1,10,-999.0
64.0,-149.0,2024,1,10,-999.0
64.0,-148.5,2024,1,10,-999.0
64.0,-148.0,2024,1,10,-999.0
64.0,-147.5,2024,1,10,-999.0
64.0,-147.0,2024,1,10,-999.0
64.0,-146.5,2024,1,10,-999.0
64.0,-146.0,2024,1,10,-999.0
64.0,-145.5,2024,1,10,-999.0
64.0,-145.0,2024,1,10,-999.0
64.0,-144.5,2024,1,10,-999.0
64.0,-144.0,2024,1,10,-999.0
64.5,-149.5,2024,1,10,0.11
64.5,-149.0,2024,1,10,-999.0
64.5,-148.5,2024,1,10,0.11
64.5,-148.0,2024,1,10,-999.0
64.5,-147.5,2024,1,10,0.12
64.5,-147.0,2024,1,10,-999.0
64.5,-146.5,2024,1,10,0.12
64.5,-146.0,2024,1,10,-999.0
64.5,-145.5,2024,1,10,0.12
64.5,-145.0,2024,1,10,-999.0
64.5,-144.5,2024,1,10,0.12
64.5,-144.0,2024,1,10,-999.0
65.0,-149.5,2024,1,10,-999.0
65.0,-149.0,2024,1,10,-999.0
65.0,-148.5,2024,1,10,-999.0
65.0,-148.0,2024,1,10,-999.0
65.0,-147.5,2024,1,10,-999.0
65.0,-147.0,2024,1,10,-999.0
65.0,-146.5,2024,1,10,-999.0
65.0,-146.0,2024,1,10,-999.0
65.0,-145.5,2024,1,10,-999.0
65.0,-145.0,2024,1,10,-999.0
65.0,-144.5,2024,1,10,-999.0
65.0,-144.0,2024,1,10,-999.0
65.5,-149.5,2024,1,10,0.07
65.5,-149.0,2024,1,10,-999.0
65.5,-148.5,2024,1,10,0.07
65.5,-148.0,2024,1,10,-999.0
65.5,-147.5,2024,1,10,0.08
65.5,-147.0,2024,1,10,-999.0
65.5,-146.5,2024,1,10,0.08
65.5,-146.0,2024,1,10,-999.0
65.5,-145.5,2024,1,10,0.07
65.5,-145.0,2024,1,10,-999.0
65.5,-144.5,2024,1,10,0.07
65.5,-144.0,2024,1,10,-999.0
63.5,-149.5,2024,1,11,0.15
63.5,-149.0,2024,1,11,-999.0
63.5,-148.5,2024,1,11,0.15
63.5,-148.0,2024,1,11,-999.0
63.5,-147.5,2024,1,11,0.12
63.5,-147.0,2024,1,11,-999.0
63.5,-146.5,2024,1,11,0.12
63.5,-146.0,2024,1,11,-999.0
63.5,-145.5,2024,1,11,0.12
63.5,-145.0,2024,1,11,-999.0
63.5,-144.5,2024,1,11,0.12
63.5,-144.0,2024,1,11,-999.0
64.0,-149.5,2024,1,11,-999.0
64.0,-149.0,2024,1,11,-999.0
64.0,-148.5,2024,1,11,-999.0
64.0,-148.0,2024,1,11,-999.0
64.0,-147.5,2024,1,11,-999.0
64.0,-147.0,2024,1,11,-999.0
64.0,-146.5,2024,1,11,-999.0
64.0,-146.0,2024,1,11,-999.0
64.0,-145.5,2024,1,11,-999.0
64.0,-145.0,2024,1,11,-999.0
64.0,-144.5,2024,1,11,-999.0
64.0,-144.0,2024,1,11,-999.0
64.5,-149.5,2024,1,11,0.12
64.5,-149.0,2024,1,11,-999.0
64.5,-148.5,2024,1,11,0.12
64.5,-148.0,2024,1,11,-999.0
64.5,-147.5,2024,1,11,0.1
64.5,-147.0,2024,1,11,-999.0
64.5,-146.5,2024,1,11,0.1
64.5,-146.0,2024,1,11,-999.0
64.5,-145.5,2024,1,11,0.11
64.5,-145.0,2024,1,11,-999.0
64.5,-144.5,2024,1,11,0.11
64.5,-144.0,2024,1,11,-999.0
65.0,-149.5,2024,1,11,-999.0
65.0,-149.0,2024,1,11,-999.0
65.0,-148.5,2024,1,11,-999.0
65.0,-148.0,2024,1,11,-999.0
65.0,-147.5,2024,1,11,-999.0
65.0,-147.0,2024,1,11,-999.0
65.0,-146.5,2024,1,11,-999.0
65.0,-146.0,2024,1,11,-999.0
65.0,-145.5,2024,1,11,-999.0
65.0,-145.0,2024,1,11,-999.0
65.0,-144.5,2024,1,11,-999.0
65.0,-144.0,2024,1,11,-999.0
65.5,-149.5,2024,1,11,0.07
65.5,-149.0,2024,1,11,-999.0
65.5,-148.5,2024,1,11,0.07
65.5,-148.0,2024,1,11,-999.0
65.5,-147.5,2024,1,11,0.07
65.5,-147.0,2024,1,11,-999.0
65.5,-146.5,2024,1,11,0.07
65.5,-146.0,2024,1,11,-999.0
65.5,-145.5,2024,1,11,0.06
65.5,-145.0,2024,1,11,-999.0
65.5,-144.5,2024,1,11,0.06
65.5,-144.0,2024,1,11,-999.0
63.5,-149.5,2024,1,12,0.11
63.5,-149.0,2024,1,12,-999.0
63.5,-148.5,2024,1,12,0.11
63.5,-148.0,2024,1,12,-999.0
63.5,-147.5,2024,1,12,0.11
63.5,-147.0,2024,1,12,-999.0
63.5,-146.5,2024,1,12,0.11
63.5,-146.0,2024,1,12,-999.0
63.5,-145.5,2024,1,12,0.13
63.5,-145.0,2024,1,12,-999.0
63.5,-144.5,2024,1,12,0.13
