latitude, longitude, year, month, day, wind Speed 
65.0,-145.0,2024,1,2,7.39
65.0,-144.375,2024,1,2,6.7
65.5,-149.375,2024,1,2,11.17
65.5,-148.75,2024,1,2,10.1
65.5,-148.125,2024,1,2,10.85
65.5,-147.5,2024,1,2,11.08
65.5,-146.875,2024,1,2,10.24
65.5,-146.25,2024,1,2,9.25
65.5,-145.625,2024,1,2,7.09
65.5,-145.0,2024,1,2,5.05
65.5,-144.375,2024,1,2,4.6
63.5,-149.375,2024,1,3,5.51
63.5,-148.75,2024,1,3,5.31
63.5,-148.125,2024,1,3,5.34
63.5,-147.5,2024,1,3,5.0
63.5,-146.875,2024,1,3,4.75
63.5,-146.25,2024,1,3,4.57
63.5,-145.625,2024,1,3,5.11
63.5,-145.0,2024,1,3,5.58
63.5,-144.375,2024,1,3,5.34
64.0,-149.375,2024,1,3,5.22
64.0,-148.75,2024,1,3,5.21
64.0,-148.125,2024,1,3,4.99
64.0,-147.5,2024,1,3,5.27
64.0,-146.875,2024,1,3,5.74
64.0,-146.25,2024,1,3,6.57
64.0,-145.625,2024,1,3,7.23
64.0,-145.0,2024,1,3,7.27
64.0,-144.375,2024,1,3,7.61
64.5,-149.375,2024,1,3,6.85
64.5,-148.75,2024,1,3,6.34
64.5,-148.125,2024,1,3,6.72
64.5,-147.5,2024,1,3,7.42
64.5,-146.875,2024,1,3,8.51
64.5,-146.25,2024,1,3,9.65
64.5,-145.625,2024,1,3,10.31
64.5,-145.0,2024,1,3,9.57
64.5,-144.375,2024,1,3,8.22
65.0,-149.375,2024,1,3,10.22
65.0,-148.75,2024,1,3,9.23
65.0,-148.125,2024,1,3,9.6
65.0,-147.5,2024,1,3,11.08
65.0,-146.875,2024,1,3,12.9
65.0,-146.25,2024,1,3,11.58
65.0,-145.625,2024,1,3,9.91
65.0,-145.0,2024,1,3,8.59
65.0,-144.375,2024,1,3,7.88
65.5,-149.375,2024,1,3,11.68
65.5,-148.75,2024,1,3,10.48
65.5,-148.125,2024,1,3,11.31
65.5,-147.5,2024,1,3,11.49
65.5,-146.875,2024,1,3,10.59
65.5,-146.25,2024,1,3,9.7
65.5,-145.625,2024,1,3,7.97
65.5,-145.0,2024,1,3,6.58
65.5,-144.375,2024,1,3,6.66
63.5,-149.375,2024,1,4,6.04
63.5,-148.75,2024,1,4,6.35
63.5,-148.125,2024,1,4,6.42
63.5,-147.5,2024,1,4,5.21
63.5,-146.875,2024,1,4,4.89
63.5,-146.25,2024,1,4,5.14
63.5,-145.625,2024,1,4,5.52
63.5,-145.0,2024,1,4,5.81
63.5,-144.375,2024,1,4,5.31
64.0,-149.375,2024,1,4,5.07
64.0,-148.75,2024,1,4,5.59
64.0,-148.125,2024,1,4,5.49
64.0,-147.5,2024,1,4,5.88
64.0,-146.875,2024,1,4,5.78
64.0,-146.25,2024,1,4,6.86
64.0,-145.625,2024,1,4,7.64
64.0,-145.0,2024,1,4,6.94
64.0,-144.375,2024,1,4,7.21
64.5,-149.375,2024,1,4,6.36
64.5,-148.75,2024,1,4,5.57
64.5,-148.125,2024,1,4,5.73
64.5,-147.5,2024,1,4,5.81
64.5,-146.875,2024,1,4,6.24
64.5,-146.25,2024,1,4,7.35
64.5,-145.625,2024,1,4,9.11
64.5,-145.0,2024,1,4,8.74
64.5,-144.375,2024,1,4,7.38
65.0,-149.375,2024,1,4,9.64
65.0,-148.75,2024,1,4,9.05
65.0,-148.125,2024,1,4,9.23
65.0,-147.5,2024,1,4,10.13
65.0,-146.875,2024,1,4,11.58
65.0,-146.25,2024,1,4,10.1
65.0,-145.625,2024,1,4,8.12
65.0,-145.0,2024,1,4,6.37
65.0,-144.375,2024,1,4,5.77
65.5,-149.375,2024,1,4,11.25
65.5,-148.75,2024,1,4,10.15
65.5,-148.125,2024,1,4,10.8
65.5,-147.5,2024,1,4,10.69
65.5,-146.875,2024,1,4,9.52
65.5,-146.25,2024,1,4,8.62
65.5,-145.625,2024,1,4,7.03
65.5,-145.0,2024,1,4,5.08
65.5,-144.375,2024,1,4,4.46
63.5,-149.375,2024,1,5,5.72
63.5,-148.75,2024,1,5,5.63
63.5,-148.125,2024,1,5,5.56
63.5,-147.5,2024,1,5,3.53
63.5,-146.875,2024,1,5,3.15
63.5,-146.25,2024,1,5,4.19
63.5,-145.625,2024,1,5,4.76
63.5,-145.0,2024,1,5,5.23
63.5,-144.375,2024,1,5,4.84
64.0,-149.375,2024,1,5,6.04
64.0,-148.75,2024,1,5,6.09
64.0,-148.125,2024,1,5,4.67
64.0,-147.5,2024,1,5,3.85
64.0,-146.875,2024,1,5,3.98
64.0,-146.25,2024,1,5,6.03
64.0,-145.625,2024,1,5,6.43
64.0,-145.0,2024,1,5,3.88
64.0,-144.375,2024,1,5,3.67
64.5,-149.375,2024,1,5,2.66
64.5,-148.75,2024,1,5,1.44
64.5,-148.125,2024,1,5,2.03
64.5,-147.5,2024,1,5,2.26
64.5,-146.875,2024,1,5,1.58
64.5,-146.25,2024,1,5,2.27
64.5,-145.625,2024,1,5,5.07
64.5,-145.0,2024,1,5,5.42
64.5,-144.375,2024,1,5,4.75
65.0,-149.375,2024,1,5,6.77
65.0,-148.75,2024,1,5,6.32
65.0,-148.125,2024,1,5,6.12
65.0,-147.5,2024,1,5,6.75
65.0,-146.875,2024,1,5,8.34
65.0,-146.25,2024,1,5,7.18
65.0,-145.625,2024,1,5,5.77
65.0,-145.0,2024,1,5,5.5
65.0,-144.375,2024,1,5,4.25
65.5,-149.375,2024,1,5,8.38
65.5,-148.75,2024,1,5,7.63
65.5,-148.125,2024,1,5,8.01
65.5,-147.5,2024,1,5,7.74
65.5,-146.875,2024,1,5,6.66
65.5,-146.25,2024,1,5,5.88
65.5,-145.625,2024,1,5,4.05
65.5,-145.0,2024,1,5,1.94
65.5,-144.375,2024,1,5,1.24
63.5,-149.375,2024,1,6,6.6
63.5,-148.75,2024,1,6,6.35
63.5,-148.125,2024,1,6,5.99
63.5,-147.5,2024,1,6,4.2
63.5,-146.875,2024,1,6,4.02
63.5,-146.25,2024,1,6,4.77
63.5,-145.625,2024,1,6,4.98
63.5,-145.0,2024,1,6,5.43
63.5,-144.375,2024,1,6,5.06
64.0,-149.375,2024,1,6,7.3
64.0,-148.75,2024,1,6,7.27
64.0,-148.125,2024,1,6,6.33
64.0,-147.5,2024,1,6,6.2
64.0,-146.875,2024,1,6,5.82
64.0,-146.25,2024,1,6,7.41
64.0,-145.625,2024,1,6,7.59
64.0,-145.0,2024,1,6,4.84
64.0,-144.375,2024,1,6,4.29
64.5,-149.375,2024,1,6,3.61
64.5,-148.75,2024,1,6,2.87
64.5,-148.125,2024,1,6,3.53
64.5,-147.5,2024,1,6,3.34
64.5,-146.875,2024,1,6,3.07
64.5,-146.25,2024,1,6,3.63
64.5,-145.625,2024,1,6,5.58
64.5,-145.0,2024,1,6,5.55
64.5,-144.375,2024,1,6,4.9
65.0,-149.375,2024,1,6,6.93
65.0,-148.75,2024,1,6,6.54
65.0,-148.125,2024,1,6,6.39
65.0,-147.5,2024,1,6,7.02
65.0,-146.875,2024,1,6,8.37
65.0,-146.25,2024,1,6,7.47
65.0,-145.625,2024,1,6,6.1
65.0,-145.0,2024,1,6,5.29
65.0,-144.375,2024,1,6,4.31
65.5,-149.375,2024,1,6,8.24
65.5,-148.75,2024,1,6,7.68
65.5,-148.125,2024,1,6,7.86
65.5,-147.5,2024,1,6,7.6
65.5,-146.875,2024,1,6,6.87
65.5,-146.25,2024,1,6,6.36
65.5,-145.625,2024,1,6,4.92
65.5,-145.0,2024,1,6,3.17
65.5,-144.375,2024,1,6,2.61
63.5,-149.375,2024,1,7,7.7
63.5,-148.75,2024,1,7,7.6
63.5,-148.125,2024,1,7,7.89
63.5,-147.5,2024,1,7,6.32
63.5,-146.875,2024,1,7,5.84
63.5,-146.25,2024,1,7,6.16
63.5,-145.625,2024,1,7,6.08
63.5,-145.0,2024,1,7,6.03
63.5,-144.375,2024,1,7,5.07
64.0,-149.375,2024,1,7,8.62
64.0,-148.75,2024,1,7,8.5
64.0,-148.125,2024,1,7,7.92
64.0,-147.5,2024,1,7,8.43
64.0,-146.875,2024,1,7,7.5
64.0,-146.25,2024,1,7,8.2
64.0,-145.625,2024,1,7,8.27
64.0,-145.0,2024,1,7,6.77
64.0,-144.375,2024,1,7,6.87
64.5,-149.375,2024,1,7,4.25
64.5,-148.75,2024,1,7,3.43
64.5,-148.125,2024,1,7,4.5
64.5,-147.5,2024,1,7,5.06
64.5,-146.875,2024,1,7,6.04
64.5,-146.25,2024,1,7,7.68
64.5,-145.625,2024,1,7,9.38
64.5,-145.0,2024,1,7,8.52
64.5,-144.375,2024,1,7,7.31
65.0,-149.375,2024,1,7,6.79
65.0,-148.75,2024,1,7,6.49
65.0,-148.125,2024,1,7,6.77
65.0,-147.5,2024,1,7,8.27
65.0,-146.875,2024,1,7,10.4
65.0,-146.25,2024,1,7,9.59
65.0,-145.625,2024,1,7,8.28
65.0,-145.0,2024,1,7,7.86
65.0,-144.375,2024,1,7,8.19
65.5,-149.375,2024,1,7,8.08
65.5,-148.75,2024,1,7,7.15
65.5,-148.125,2024,1,7,7.65
65.5,-147.5,2024,1,7,8.07
65.5,-146.875,2024,1,7,7.84
65.5,-146.25,2024,1,7,7.58
65.5,-145.625,2024,1,7,7.22
65.5,-145.0,2024,1,7,6.87
65.5,-144.375,2024,1,7,7.2
63.5,-149.375,2024,1,8,4.63
63.5,-148.75,2024,1,8,4.03
63.5,-148.125,2024,1,8,3.59
63.5,-147.5,2024,1,8,2.74
63.5,-146.875,2024,1,8,2.59
63.5,-146.25,2024,1,8,2.93
63.5,-145.625,2024,1,8,3.22
63.5,-145.0,2024,1,8,3.47
63.5,-144.375,2024,1,8,3.22
64.0,-149.375,2024,1,8,4.7
64.0,-148.75,2024,1,8,5.02
64.0,-148.125,2024,1,8,4.82
64.0,-147.5,2024,1,8,5.21
64.0,-146.875,2024,1,8,4.83
64.0,-146.25,2024,1,8,5.57
64.0,-145.625,2024,1,8,5.33
64.0,-145.0,2024,1,8,3.54
64.0,-144.375,2024,1,8,3.22
64.5,-149.375,2024,1,8,2.03
64.5,-148.75,2024,1,8,2.09
64.5,-148.125,2024,1,8,2.87
64.5,-147.5,2024,1,8,3.47
64.5,-146.875,2024,1,8,3.73
64.5,-146.25,2024,1,8,3.55
64.5,-145.625,2024,1,8,4.11
64.5,-145.0,2024,1,8,3.97
64.5,-144.375,2024,1,8,3.77
65.0,-149.375,2024,1,8,4.51
65.0,-148.75,2024,1,8,4.18
65.0,-148.125,2024,1,8,2.87
65.0,-147.5,2024,1,8,3.17
65.0,-146.875,2024,1,8,4.98
65.0,-146.25,2024,1,8,4.76
65.0,-145.625,2024,1,8,4.17
65.0,-145.0,2024,1,8,4.09
65.0,-144.375,2024,1,8,3.55
65.5,-149.375,2024,1,8,5.91
65.5,-148.75,2024,1,8,5.05
65.5,-148.125,2024,1,8,3.79
65.5,-147.5,2024,1,8,3.33
65.5,-146.875,2024,1,8,3.24
65.5,-146.25,2024,1,8,3.71
65.5,-145.625,2024,1,8,3.41
65.5,-145.0,2024,1,8,2.31
65.5,-144.375,2024,1,8,2.24
63.5,-149.375,2024,1,9,3.97
63.5,-148.75,2024,1,9,4.47
63.5,-148.125,2024,1,9,4.23
63.5,-147.5,2024,1,9,3.91
63.5,-146.875,2024,1,9,3.6
63.5,-146.25,2024,1,9,3.34
63.5,-145.625,2024,1,9,3.15
63.5,-145.0,2024,1,9,2.99
63.5,-144.375,2024,1,9,3.42
64.0,-149.375,2024,1,9,2.05
64.0,-148.75,2024,1,9,2.66
64.0,-148.125,2024,1,9,2.67
64.0,-147.5,2024,1,9,2.97
64.0,-146.875,2024,1,9,3.28
64.0,-146.25,2024,1,9,3.77
64.0,-145.625,2024,1,9,3.77
64.0,-145.0,2024,1,9,3.5
64.0,-144.375,2024,1,9,4.16
64.5,-149.375,2024,1,9,2.54
64.5,-148.75,2024,1,9,2.68
64.5,-148.125,2024,1,9,2.91
64.5,-147.5,2024,1,9,3.48
64.5,-146.875,2024,1,9,3.61
64.5,-146.25,2024,1,9,3.43
64.5,-145.625,2024,1,9,3.01
64.5,-145.0,2024,1,9,2.47
64.5,-144.375,2024,1,9,2.13
65.0,-149.375,2024,1,9,5.0
65.0,-148.75,2024,1,9,4.74
65.0,-148.125,2024,1,9,3.09
65.0,-147.5,2024,1,9,1.48
65.0,-146.875,2024,1,9,1.78
65.0,-146.25,2024,1,9,1.45
65.0,-145.625,2024,1,9,1.3
65.0,-145.0,2024,1,9,1.91
65.0,-144.375,2024,1,9,1.35
65.5,-149.375,2024,1,9,5.89
65.5,-148.75,2024,1,9,5.19
65.5,-148.125,2024,1,9,3.84
65.5,-147.5,2024,1,9,2.96
65.5,-146.875,2024,1,9,2.23
65.5,-146.25,2024,1,9,2.07
65.5,-145.625,2024,1,9,1.67
65.5,-145.0,2024,1,9,1.14
65.5,-144.375,2024,1,9,1.47
63.5,-149.375,2024,1,10,4.89
63.5,-148.75,2024,1,10,4.72
63.5,-148.125,2024,1,10,4.52
63.5,-147.5,2024,1,10,3.61
63.5,-146.875,2024,1,10,2.76
63.5,-146.25,2024,1,10,2.13
63.5,-145.625,2024,1,10,2.59
63.5,-145.0,2024,1,10,3.09
63.5,-144.375,2024,1,10,3.05
64.0,-149.375,2024,1,10,5.21
64.0,-148.75,2024,1,10,4.77
64.0,-148.125,2024,1,10,4.08
64.0,-147.5,2024,1,10,3.97
64.0,-146.875,2024,1,10,3.97
64.0,-146.25,2024,1,10,4.65
64.0,-145.625,2024,1,10,5.19
64.0,-145.0,2024,1,10,4.95
64.0,-144.375,2024,1,10,5.46
64.5,-149.375,2024,1,10,4.55
64.5,-148.75,2024,1,10,3.93
64.5,-148.125,2024,1,10,4.67
64.5,-147.5,2024,1,10,5.39
64.5,-146.875,2024,1,10,6.1
64.5,-146.25,2024,1,10,6.91
64.5,-145.625,2024,1,10,7.62
64.5,-145.0,2024,1,10,6.88
64.5,-144.375,2024,1,10,5.71
65.0,-149.375,2024,1,10,7.41
65.0,-148.75,2024,1,10,7.13
65.0,-148.125,2024,1,10,7.33
65.0,-147.5,2024,1,10,8.35
65.0,-146.875,2024,1,10,9.69
65.0,-146.25,2024,1,10,8.65
65.0,-145.625,2024,1,10,6.99
65.0,-145.0,2024,1,10,5.35
65.0,-144.375,2024,1,10,4.67
65.5,-149.375,2024,1,10,8.1
65.5,-148.75,2024,1,10,7.39
65.5,-148.125,2024,1,10,8.01
65.5,-147.5,2024,1,10,8.38
65.5,-146.875,2024,1,10,7.84
65.5,-146.25,2024,1,10,7.08
65.5,-145.625,2024,1,10,5.13
65.5,-145.0,2024,1,10,3.24
65.5,-144.375,2024,1,10,2.76
63.5,-149.375,2024,1,11,10.43
63.5,-148.75,2024,1,11,9.69
63.5,-148.125,2024,1,11,8.79
63.5,-147.5,2024,1,11,6.71
63.5,-146.875,2024,1,11,6.61
63.5,-146.25,2024,1,11,7.74
63.5,-145.625,2024,1,11,8.06
63.5,-145.0,2024,1,11,8.49
63.5,-144.375,2024,1,11,7.29
64.0,-149.375,2024,1,11,11.96
64.0,-148.75,2024,1,11,11.92
64.0,-148.125,2024,1,11,11.27
64.0,-147.5,2024,1,11,12.25
64.0,-146.875,2024,1,11,10.24
64.0,-146.25,2024,1,11,10.89
64.0,-145.625,2024,1,11,10.88
64.0,-145.0,2024,1,11,8.07
64.0,-144.375,2024,1,11,7.61
64.5,-149.375,2024,1,11,4.75
64.5,-148.75,2024,1,11,4.59
64.5,-148.125,2024,1,11,5.82
64.5,-147.5,2024,1,11,6.13
64.5,-146.875,2024,1,11,6.95
64.5,-146.25,2024,1,11,8.43
64.5,-145.625,2024,1,11,10.39
64.5,-145.0,2024,1,11,9.29
64.5,-144.375,2024,1,11,7.91
65.0,-149.375,2024,1,11,7.65
65.0,-148.75,2024,1,11,7.59
65.0,-148.125,2024,1,11,8.17
65.0,-147.5,2024,1,11,10.31
65.0,-146.875,2024,1,11,13.08
65.0,-146.25,2024,1,11,11.41
65.0,-145.625,2024,1,11,9.72
65.0,-145.0,2024,1,11,10.08
65.0,-144.375,2024,1,11,9.76
65.5,-149.375,2024,1,11,8.11
65.5,-148.75,2024,1,11,7.57
65.5,-148.125,2024,1,11,8.82
65.5,-147.5,2024,1,11,8.94
65.5,-146.875,2024,1,11,8.27
65.5,-146.25,2024,1,11,8.18
65.5,-145.625,2024,1,11,8.03
65.5,-145.0,2024,1,11,7.61
65.5,-144.375,2024,1,11,7.79
63.5,-149.375,2024,1,12,8.06
63.5,-148.75,2024,1,12,7.71
63.5,-148.125,2024,1,12,6.4
63.5,-147.5,2024,1,12,4.83
63.5,-146.875,2024,1,12,5.3
63.5,-146.25,2024,1,12,6.37
63.5,-145.625,2024,1,12,6.18
63.5,-145.0,2024,1,12,6.58
63.5,-144.375,2024,1,12,6.48
64.0,-149.375,2024,1,12,8.6
64.0,-148.75,2024,1,12,9.08
64.0,-148.125,2024,1,12,8.79
64.0,-147.5,2024,1,12,9.54
64.0,-146.875,2024,1,12,8.33
64.0,-146.25,2024,1,12,9.06
64.0,-145.625,2024,1,12,8.47
64.0,-145.0,2024,1,12,5.12
64.0,-144.375,2024,1,12,3.98
64.5,-149.375,2024,1,12,2.11
64.5,-148.75,2024,1,12,2.3
64.5,-148.125,2024,1,12,2.91
64.5,-147.5,2024,1,12,2.74
64.5,-146.875,2024,1,12,2.99
64.5,-146.25,2024,1,12,2.87
64.5,-145.625,2024,1,12,4.58
64.5,-145.0,2024,1,12,4.49
64.5,-144.375,2024,1,12,4.15
65.0,-149.375,2024,1,12,5.09
65.0,-148.75,2024,1,12,4.77
65.0,-148.125,2024,1,12,4.02
65.0,-147.5,2024,1,12,5.15
65.0,-146.875,2024,1,12,7.33
65.0,-146.25,2024,1,12,6.54
65.0,-145.625,2024,1,12,5.74
65.0,-145.0,2024,1,12,6.3
65.0,-144.375,2024,1,12,4.95
65.5,-149.375,2024,1,12,5.75
65.5,-148.75,2024,1,12,5.07
65.5,-148.125,2024,1,12,5.25
65.5,-147.5,2024,1,12,5.5
65.5,-146.875,2024,1,12,5.46
65.5,-146.25,2024,1,12,5.57
65.5,-145.625,2024,1,12,4.45
65.5,-145.0,2024,1,12,3.02
65.5,-144.375,2024,1,12,3.02
63.5,-149.375,2024,1,13,5.56
63.5,-148.75,2024,1,13,6.35
63.5,-148.125,2024,1,13,5.91
63.5,-147.5,2024,1,13,4.34
63.5,-146.875,2024,1,13,4.41
63.5,-146.25,2024,1,13,4.69
63.5,-145.625,2024,1,13,4.2
63.5,-145.0,2024,1,13,4.61
63.5,-144.375,2024,1,13,4.44
64.0,-149.375,2024,1,13,3.86
64.0,-148.75,2024,1,13,4.61
64.0,-148.125,2024,1,13,4.34
64.0,-147.5,2024,1,13,4.07
64.0,-146.875,2024,1,13,3.65
64.0,-146.25,2024,1,13,4.51
64.0,-145.625,2024,1,13,4.79
64.0,-145.0,2024,1,13,4.3
64.0,-144.375,2024,1,13,5.32
64.5,-149.375,2024,1,13,3.08
64.5,-148.75,2024,1,13,2.17
64.5,-148.125,2024,1,13,2.92
64.5,-147.5,2024,1,13,3.01
64.5,-146.875,2024,1,13,2.98
64.5,-146.25,2024,1,13,4.11
64.5,-145.625,2024,1,13,6.45
64.5,-145.0,2024,1,13,6.49
64.5,-144.375,2024,1,13,5.89
65.0,-149.375,2024,1,13,7.2
65.0,-148.75,2024,1,13,6.74
65.0,-148.125,2024,1,13,6.84
65.0,-147.5,2024,1,13,7.99
65.0,-146.875,2024,1,13,9.91
65.0,-146.25,2024,1,13,8.62
65.0,-145.625,2024,1,13,6.91
65.0,-145.0,2024,1,13,5.96
65.0,-144.375,2024,1,13,5.95
65.5,-149.375,2024,1,13,9.04
65.5,-148.75,2024,1,13,8.22
65.5,-148.125,2024,1,13,8.75
65.5,-147.5,2024,1,13,8.72
65.5,-146.875,2024,1,13,7.87
65.5,-146.25,2024,1,13,7.08
65.5,-145.625,2024,1,13,5.38
65.5,-145.0,2024,1,13,3.87
65.5,-144.375,2024,1,13,4.23
63.5,-149.375,2024,1,14,6.46
63.5,-148.75,2024,1,14,6.66
63.5,-148.125,2024,1,14,5.54
63.5,-147.5,2024,1,14,4.08
63.5,-146.875,2024,1,14,4.24
63.5,-146.25,2024,1,14,5.02
63.5,-145.625,2024,1,14,4.82
63.5,-145.0,2024,1,14,4.71
63.5,-144.375,2024,1,14,4.08
64.0,-149.375,2024,1,14,5.58
64.0,-148.75,2024,1,14,5.77
64.0,-148.125,2024,1,14,5.91
64.0,-147.5,2024,1,14,6.73
64.0,-146.875,2024,1,14,6.08
64.0,-146.25,2024,1,14,6.71
64.0,-145.625,2024,1,14,6.21
64.0,-145.0,2024,1,14,3.94
64.0,-144.375,2024,1,14,4.03
64.5,-149.375,2024,1,14,3.25
64.5,-148.75,2024,1,14,1.82
64.5,-148.125,2024,1,14,2.02
64.5,-147.5,2024,1,14,2.28
64.5,-146.875,2024,1,14,2.81
64.5,-146.25,2024,1,14,3.63
64.5,-145.625,2024,1,14,4.85
64.5,-145.0,2024,1,14,4.7
64.5,-144.375,2024,1,14,4.52
65.0,-149.375,2024,1,14,4.97
65.0,-148.75,2024,1,14,4.48
65.0,-148.125,2024,1,14,3.52
65.0,-147.5,2024,1,14,3.93
65.0,-146.875,2024,1,14,5.45
65.0,-146.25,2024,1,14,5.49
65.0,-145.625,2024,1,14,5.29
65.0,-145.0,2024,1,14,6.33
65.0,-144.375,2024,1,14,5.89
65.5,-149.375,2024,1,14,5.7
65.5,-148.75,2024,1,14,5.41
65.5,-148.125,2024,1,14,4.94
65.5,-147.5,2024,1,14,4.5
65.5,-146.875,2024,1,14,4.31
65.5,-146.25,2024,1,14,4.9
65.5,-145.625,2024,1,14,4.44
65.5,-145.0,2024,1,14,3.39
65.5,-144.375,2024,1,14,2.98
63.5,-149.375,2024,1,15,3.22
63.5,-148.75,2024,1,15,3.0
63.5,-148.125,2024,1,15,2.49
63.5,-147.5,2024,1,15,1.27
63.5,-146.875,2024,1,15,1.49
63.5,-146.25,2024,1,15,1.76
63.5,-145.625,2024,1,15,1.75
63.5,-145.0,2024,1,15,1.84
63.5,-144.375,2024,1,15,2.19
64.0,-149.375,2024,1,15,6.45
64.0,-148.75,2024,1,15,6.41
64.0,-148.125,2024,1,15,6.06
64.0,-147.5,2024,1,15,5.92
64.0,-146.875,2024,1,15,5.41
64.0,-146.25,2024,1,15,5.95
64.0,-145.625,2024,1,15,5.36
64.0,-145.0,2024,1,15,2.96
64.0,-144.375,2024,1,15,2.27
64.5,-149.375,2024,1,15,6.0
64.5,-148.75,2024,1,15,6.2
64.5,-148.125,2024,1,15,5.85
64.5,-147.5,2024,1,15,5.11
64.5,-146.875,2024,1,15,4.7
64.5,-146.25,2024,1,15,3.51
64.5,-145.625,2024,1,15,2.73
64.5,-145.0,2024,1,15,2.79
64.5,-144.375,2024,1,15,3.26
65.0,-149.375,2024,1,15,4.67
65.0,-148.75,2024,1,15,4.05
65.0,-148.125,2024,1,15,4.41
65.0,-147.5,2024,1,15,4.91
65.0,-146.875,2024,1,15,5.12
65.0,-146.25,2024,1,15,5.16
65.0,-145.625,2024,1,15,5.79
65.0,-145.0,2024,1,15,7.08
65.0,-144.375,2024,1,15,6.96
65.5,-149.375,2024,1,15,5.73
65.5,-148.75,2024,1,15,6.27
65.5,-148.125,2024,1,15,6.31
65.5,-147.5,2024,1,15,6.87
65.5,-146.875,2024,1,15,7.99
65.5,-146.25,2024,1,15,8.99
65.5,-145.625,2024,1,15,9.0
65.5,-145.0,2024,1,15,9.04
65.5,-144.375,2024,1,15,8.83
63.5,-149.375,2024,1,16,5.92
63.5,-148.75,2024,1,16,5.67
63.5,-148.125,2024,1,16,5.23
63.5,-147.5,2024,1,16,4.48
63.5,-146.875,2024,1,16,4.63
63.5,-146.25,2024,1,16,5.0
63.5,-145.625,2024,1,16,4.98
63.5,-145.0,2024,1,16,5.12
63.5,-144.375,2024,1,16,5.72
64.0,-149.375,2024,1,16,8.6
64.0,-148.75,2024,1,16,8.62
64.0,-148.125,2024,1,16,8.19
64.0,-147.5,2024,1,16,8.19
64.0,-146.875,2024,1,16,7.87
64.0,-146.25,2024,1,16,8.41
64.0,-145.625,2024,1,16,7.83
64.0,-145.0,2024,1,16,5.91
64.0,-144.375,2024,1,16,5.6
64.5,-149.375,2024,1,16,7.91
64.5,-148.75,2024,1,16,8.43
64.5,-148.125,2024,1,16,8.34
